Type,Z'1,Z'2,Z'3,Z'4,Z'5,Z'6,Z'7,Z'8,Z'9,Z'10,Z'11,Z'12,Z'13,Z'14,Z'15,Z'16,Z'17,Z'18,Z'19,Z'20,Z'21,Z'22,Z'23,Z'24,Z'25,Z'26,Z'27,Z'28,Z'29,Z'30,Z'31,Z'32,Z'33,Z'34,Z'35,Z'36,Z'37,Z'38,Z'39,Z'40,Z'41,Z'42,Z'43,Z'44,Z'45,Z'46,Z'47,Z'48,Z'49,Z'50,Z'51,Z'52,Z'53,Z'54,Z'55,Z'56,Z'57,Z'58,Z'59,Z'60,Z'61,Z'62,Z'63,Z'64,Z'65,Z'66,Z'67,Z'68,Z'69,Z'70,Z'71,Z'72,Z'73,Z'74,Z'75,Z'76,Z'77,Z'78,Z'79,Z'80,-Z''1,-Z''2,-Z''3,-Z''4,-Z''5,-Z''6,-Z''7,-Z''8,-Z''9,-Z''10,-Z''11,-Z''12,-Z''13,-Z''14,-Z''15,-Z''16,-Z''17,-Z''18,-Z''19,-Z''20,-Z''21,-Z''22,-Z''23,-Z''24,-Z''25,-Z''26,-Z''27,-Z''28,-Z''29,-Z''30,-Z''31,-Z''32,-Z''33,-Z''34,-Z''35,-Z''36,-Z''37,-Z''38,-Z''39,-Z''40,-Z''41,-Z''42,-Z''43,-Z''44,-Z''45,-Z''46,-Z''47,-Z''48,-Z''49,-Z''50,-Z''51,-Z''52,-Z''53,-Z''54,-Z''55,-Z''56,-Z''57,-Z''58,-Z''59,-Z''60,-Z''61,-Z''62,-Z''63,-Z''64,-Z''65,-Z''66,-Z''67,-Z''68,-Z''69,-Z''70,-Z''71,-Z''72,-Z''73,-Z''74,-Z''75,-Z''76,-Z''77,-Z''78,-Z''79,-Z''80
4,-0.518817732,-0.468732178,-0.381251783,-0.256269608,-0.218767823,-0.168610974,-0.130717061,-0.117812454,-0.067192177,-0.016714495,-0.003952482,0.046810389,0.367179702,0.366787574,0.341406138,0.340764475,0.302478433,0.264370634,0.263764617,0.238276237,0.212680912,0.187085592,0.149120383,0.136001888,0.135716704,0.097787145,0.059679346,0.034440505,0.00884518,-0.054572759,-0.055036182,-0.06790514,-0.130859655,-0.181052153,-0.256269608,-0.343821297,-0.431266042,-0.543664444,-0.33127317,-0.206148405,-0.118347177,-0.055535255,-0.017284863,-0.003667298,0.034297911,0.047166868,0.060214069,0.111119529,0.161668507,0.174751353,0.239238734,0.303084451,0.303583524,-0.156098496,-0.293842684,-0.493864075,-0.381323078,-0.143621667,-0.068119029,-0.054857943,-0.029547802,-0.003916832,0.021642842,0.05978629,0.085167726,0.122954691,-0.456290995,-0.356298126,-0.193742871,-0.118240232,0.40532315,0.43081153,0.456335556,0.289538181,0.263408134,0.187976794,0.162524063,0.161989341,0.136358371,0.12316858,-0.319835649,-0.307474796,-0.297567204,-0.282708303,-0.277756995,-0.260459762,-0.228358368,-0.198735115,-0.149351416,-0.109840476,-0.090089982,-0.030833524,0.554251842,0.527101755,0.497473527,0.453046112,0.39379463,0.346884097,0.304924872,0.267892074,0.223454707,0.17901734,0.141979565,0.097547174,0.077801657,0.043232072,-0.003678461,-0.023433931,-0.067871298,-0.139473681,-0.171560147,-0.19871521,-0.238231126,-0.257996549,-0.282708303,-0.297552275,-0.304991677,-0.312441032,-0.292610919,-0.26787926,-0.235757961,-0.206114803,-0.149331511,-0.070344464,-0.03330669,-0.006151627,0.033344385,0.102473601,0.146920921,0.188885122,0.334533196,0.435753855,0.470308511,-0.257986597,-0.29259599,-0.319825697,-0.302503583,-0.25798162,-0.213524349,-0.159219198,-0.134527349,-0.087621792,-0.045652615,0.003726108,0.033354337,0.058051163,-0.309938009,-0.297557251,-0.272810663,-0.228353392,0.603630565,0.640663363,0.680164351,0.361703188,0.280242975,0.240722082,0.206157474,0.169134628,0.122229071,0.072860301
4,-0.446723042,-0.407227303,-0.357221682,-0.310830924,-0.264440167,-0.218049409,-0.171658652,-0.125267894,-0.078877137,-0.032486379,0.016715939,0.052184864,0.074212363,0.089816527,0.110903235,0.126718266,0.155185322,0.184405474,0.167837346,0.210010762,0.226880129,0.243749495,0.237423483,0.273270886,0.290140252,0.307009619,0.323878985,0.354454712,0.36324084,0.374487084,0.391356451,0.408225817,0.425095183,0.44196455,0.456725245,0.471485941,0.538963406,-0.420763952,-0.39559355,-0.375457229,-0.355320908,-0.335184587,-0.315048266,-0.274775624,-0.224434821,-0.164025857,-0.093548733,-0.043207931,-0.007969369,0.002098792,0.037337354,0.047405514,0.057473675,-0.456002513,-0.405661711,-0.355320908,-0.244571142,-0.20933258,-0.158991777,-0.093548733,-0.053276091,-0.02810569,0.007132872,0.037337354,-0.461036594,-0.435866192,-0.325116426,-0.018037529,0.022235113,-0.078446493,-0.133821376,-0.184162178,0.067541835,0.122916719,0.138018959,0.168223441,0.198427923,0.228632404,0.263870966,0.344416251,-0.250004124,-0.22285243,-0.200864415,-0.188495978,-0.181406462,-0.176579341,-0.177282517,-0.180499466,-0.188492581,-0.201701772,-0.202882905,-0.171035492,-0.11946803,-0.075619471,-0.047027565,-0.001565244,0.044973976,0.110570663,0.071913797,0.159984981,0.195904742,0.25144938,0.218354593,0.295029728,0.330258202,0.365141032,0.401406437,0.443871346,0.460209976,0.509857007,0.546122412,0.583079104,0.618307577,0.654918626,0.687154918,0.717778207,0.746980083,-0.236581529,-0.213517505,-0.21024929,-0.193778463,-0.193810902,-0.193843341,-0.180705606,-0.180786703,-0.184184673,-0.190899515,-0.200882572,-0.207540646,-0.207556866,-0.187809714,-0.174623321,-0.154835621,-0.239825414,-0.216801938,-0.203680423,-0.18735557,-0.174209726,-0.174290823,-0.177696902,-0.194265046,-0.204207554,-0.207564975,-0.187809714,-0.253019917,-0.239857853,-0.203729081,-0.181119201,-0.204288651,-0.187623191,-0.180932678,-0.177550927,-0.098740736,-0.02291492,0.036472509,0.089234302,0.141996095,0.221163113,0.280518103,0.432218394
4,-0.326041094,-0.290767243,-0.259456746,-0.228384051,-0.201750312,-0.170677616,-0.170677616,-0.135165963,-0.142934137,-0.113032833,-0.110566746,-0.095770224,-0.087447181,-0.070801094,-0.068026746,-0.046386833,-0.023637181,-0.015314137,-0.022527441,0.001886819,0.02630108,0.015203689,0.048495863,0.048495863,0.059593254,0.079013689,0.090111081,0.095659776,0.117854559,0.120628907,0.131726298,0.148372385,0.175560994,0.162244124,0.178890211,0.204652013,0.194611516,0.227441298,0.242700211,0.259346298,0.275992385,0.292638472,0.314278385,0.306510211,0.337028038,0.353674125,0.370320212,0.386966299,0.403612386,0.420258473,0.43690456,0.453550647,0.470196734,0.481294125,0.563011279,0.585609604,-0.414390396,-0.414390396,-0.387897328,-0.36140426,-0.334911192,-0.288548323,-0.268678522,-0.22893892,-0.189199318,-0.156082983,-0.116343381,-0.09647358,-0.09647358,-0.315041391,-0.29517159,-0.255431988,-0.235562187,-0.22893892,-0.215692386,-0.189199318,-0.321664658,-0.36140426,-0.407767129,-0.321664658,-0.265016044,-0.263748015,-0.262650272,-0.263691455,-0.270604039,-0.27331601,-0.291570919,-0.27609716,-0.29687642,-0.254433929,-0.281768779,-0.231772593,-0.257982586,-0.189321993,-0.22377367,-0.160030517,-0.105447583,-0.124438121,-0.159698457,-0.096991216,-0.036222914,-0.065701301,-0.021820494,-0.039147186,0.010958216,0.035524002,0.08361827,0.063188403,0.086357305,0.06840724,0.119750263,0.143856504,0.226113594,0.166729684,0.190371817,0.236780027,0.210612012,0.267798004,0.295928793,0.322510275,0.349091757,0.375673239,0.42526626,0.394833557,0.434077847,0.473344944,0.499926426,0.526507908,0.55247058,0.579052062,0.606252354,0.632215026,0.659415319,0.674867335,0.695997563,0.696601722,-0.303398278,-0.285670666,-0.272418513,-0.27246207,-0.272505627,-0.268149948,-0.268182616,-0.268247951,-0.272745189,-0.277231538,-0.268433067,-0.259601929,-0.210850995,-0.254810682,-0.25484335,-0.254908685,-0.254941353,-0.254952242,-0.263837826,-0.263881383,-0.25036789,-0.276893973,-0.294545361,-0.268095502
4,-0.601431255,-0.583617173,-0.56553181,-0.546391468,-0.526497568,-0.506603669,-0.488367595,-0.465821176,-0.448106132,-0.42684387,-0.416749558,-0.396003063,-0.378951149,-0.357399425,-0.337505526,-0.317611627,-0.296888815,-0.277823828,-0.256745769,-0.241114848,-0.221457781,-0.203221706,-0.180012157,-0.166086428,-0.146855659,-0.129373141,-0.111287778,-0.092147436,-0.072253537,-0.052359638,-0.035781388,-0.019755747,-0.005019526,-0.007598364,0.007558892,0.02508447,0.034084091,0.037715517,0.050425508,0.057056808,0.063688108,0.07446397,0.090213307,0.096844606,0.105133731,0.115080681,0.12834328,0.136632405,0.14492153,0.153210654,0.161499779,0.171446729,0.179735853,0.188024978,0.196550935,0.211234527,0.219523652,0.227812776,0.237759726,0.24604885,0.25268015,0.25931145,0.267600575,0.275889699,0.274231874,0.289152299,0.295783599,0.304072723,0.314019673,0.322308798,0.330597922,0.338887047,0.345518347,0.353807471,0.363754421,0.372043545,0.378674845,0.38696397,0.398568745,0.395253095,-0.360630042,-0.348850021,-0.333534717,-0.32265447,-0.311353052,-0.300543,-0.294225438,-0.287205923,-0.281790869,-0.275444337,-0.27063987,-0.270559647,-0.268253235,-0.266615348,-0.26427551,-0.266849332,-0.262813111,-0.268487219,-0.270559647,-0.270359089,-0.280186409,-0.280498387,-0.28913629,-0.291979193,-0.300828981,-0.310051251,-0.317836531,-0.321601543,-0.319378697,-0.30849845,-0.291698412,-0.273322884,-0.253356266,-0.277378603,-0.245088838,-0.215606878,-0.206581788,-0.176765566,-0.159099788,-0.138392221,-0.122247338,-0.102241723,-0.065389273,-0.049946342,-0.030759669,-0.007829256,0.010889449,0.020950752,0.059558081,0.077106866,0.096527522,0.118054033,0.136772738,0.154087539,0.171388971,0.208371783,0.227324471,0.24627716,0.266867735,0.28558644,0.301029371,0.316472302,0.334723039,0.362801096,0.345954262,0.383157688,0.398600619,0.417553308,0.440015753,0.458968442,0.477453163,0.496171867,0.510912847,0.529865536,0.552327981,0.57128067,0.586723601,0.60567629,0.639369958,0.622523124
4,-0.488387486,-0.431599179,-0.361719625,-0.286523149,-0.283674798,-0.211326673,-0.230858225,-0.189109532,-0.166037886,-0.15348323,-0.140687559,-0.133281845,-0.120179429,-0.104513497,-0.092835256,-0.084071098,-0.069780365,-0.055237018,-0.042248536,-0.028764105,-0.010422957,0.00400869,0.02451682,0.047588466,0.074932639,0.10795676,0.140729556,0.181745816,0.222762075,0.278857842,0.340382232,0.415578708,0.50303985,0.468390257,0.460964485,0.431261395,0.394132533,0.379280989,0.357003672,0.312449037,0.312449037,0.305023265,0.253042859,0.245617086,0.201062452,0.178785135,0.16393359,0.16393359,0.126804728,0.089675867,0.052547005,0.045121232,0.015418143,0.000566598,-0.014284947,-0.036562264,-0.49696015,-0.482108606,-0.460656374,-0.409088511,-0.388461365,-0.326579929,-0.31110957,-0.280168852,-0.25438492,-0.233757774,-0.213130629,0.111746912,-0.450342802,0.333488726,0.415997308,0.240666571,0.189098708,0.08596298,0.065335835,-0.115151688,-0.166719552,-0.156405979,-0.14093562,-0.120308474,-0.356007426,-0.343978738,-0.339696857,-0.337059028,-0.34944914,-0.333091869,-0.349651433,-0.315508699,-0.30032359,-0.283529743,-0.2691428,-0.255164773,-0.241445532,-0.224273247,-0.206733863,-0.191103336,-0.170898885,-0.14960531,-0.13147426,-0.106569348,-0.078990831,-0.046914488,-0.012642151,0.02611628,0.068826502,0.116278418,0.171289908,0.228935889,0.296590315,0.368843834,0.450327081,0.539908912,0.639874361,0.613578882,0.594572637,0.577956678,0.518570866,0.499569263,0.478195941,0.428320214,0.41406205,0.397432166,0.34756108,0.330931196,0.281055469,0.259682147,0.214540576,0.19552969,0.152778404,0.100521675,0.048264946,0.007871455,-0.027755391,-0.058638797,-0.084769483,-0.115648248,-0.360125639,-0.357758561,-0.352095108,-0.345526337,-0.343888979,-0.343927657,-0.343937327,-0.348907417,-0.352224034,-0.343985674,-0.325845811,0.137671521,-0.350451304,0.437878516,0.559945483,0.315817996,0.244889456,0.089830372,0.060138756,-0.235143273,-0.306071813,-0.294526506,-0.27638342,-0.253292806
4,-0.591016802,-0.573472943,-0.562654229,-0.552274112,-0.540715267,-0.529613294,-0.51387542,-0.497952109,-0.483391971,-0.46382382,-0.441016802,-0.428882299,-0.406806276,-0.38216133,-0.393648381,-0.35866509,-0.334437855,-0.310315048,-0.286192241,-0.264262416,-0.239100828,-0.21382382,-0.191756934,-0.174608134,-0.154125964,-0.135363781,-0.114993411,-0.102127914,-0.081931589,-0.071593243,-0.051406057,-0.036329302,-0.016318337,-0.001241583,0.01991156,0.023932028,0.04622735,0.050247817,0.071938663,0.079361065,0.102251695,0.122955629,0.134723329,0.144102245,0.151806164,0.154597233,0.161724426,0.165562145,0.173603081,0.180069567,0.171044601,0.185814983,0.196263899,0.202842847,0.216000741,0.22367618,0.237930566,0.251088461,0.264246356,0.281790215,0.297141092,0.319070917,0.336614777,0.359641092,0.383763899,0.408983198,0.396438411,0.396438411,0.376428219,0.367852422,0.353559427,0.330690635,0.324973437,0.313539041,0.287811651,0.273518656,0.26208426,0.247791265,0.236356869,0.213488078,-0.300523766,-0.288983877,-0.278823559,-0.266613314,-0.254269104,-0.24096019,-0.226043665,-0.211255399,-0.1981599,-0.189640698,-0.177629505,-0.164579124,-0.158502518,-0.146994993,-0.156562419,-0.140864004,-0.135587858,-0.130888865,-0.128202602,-0.127988201,-0.127480564,-0.128482273,-0.129530079,-0.135577926,-0.135985046,-0.142873151,-0.144082837,-0.153033301,-0.153759026,-0.164697849,-0.165573542,-0.174760981,-0.178752139,-0.187807792,-0.190021985,-0.20066027,-0.198681421,-0.209583278,-0.207393789,-0.215355435,-0.208970441,-0.194282035,-0.178047393,-0.161714133,-0.147427255,-0.132672468,-0.11842102,-0.103556379,-0.089274699,-0.069647354,-0.078551302,-0.049183016,-0.021491408,0.006083433,0.037511642,0.073694441,0.109513456,0.153651689,0.197672779,0.252111367,0.309599794,0.372991592,0.442834495,0.516371753,0.604754838,0.699476234,0.670138455,0.645401301,0.573975987,0.546506365,0.48056746,0.411896088,0.403661106,0.351459697,0.28004512,0.219603361,0.181144816,0.13444592,0.093238802,0.052053157
4,-0.400742091,-0.383774643,-0.366820367,-0.349863052,-0.332912322,-0.315111193,-0.301833451,-0.284876642,-0.250982601,-0.239668363,-0.211442478,-0.198737156,-0.174741607,-0.163442514,-0.132432289,-0.115489665,-0.098572878,-0.080827274,-0.064737278,-0.047833663,-0.033748078,-0.019674072,-0.004157676,0.011321389,0.028219431,0.0451195,0.059195587,0.073284719,0.088787237,0.104276072,0.1211807,0.138084822,0.15498793,0.171893065,0.188796679,0.202882772,0.216960632,0.232478263,0.247957811,0.264860413,0.281762508,0.298664603,0.315566191,0.332468286,0.349370888,0.366272476,0.383174571,0.400076666,0.416979268,0.433867403,0.450801291,0.460659858,-0.421924752,-0.447277436,-0.463401048,-0.477209959,-0.502542816,-0.527860804,-0.5324456,-0.539340142,-0.511752061,-0.495628448,-0.265243681,-0.228391833,-0.184670226,-0.147833248,-0.140943662,-0.083447841,-0.060504034,0.426426098,0.41036692,0.394278003,0.371299501,0.357525286,0.341461152,0.325377192,0.304693565,0.293229097,0.272540514,0.265690581,-0.359379894,-0.361976623,-0.358947106,-0.357215953,-0.352671677,-0.349122813,-0.345422474,-0.343474927,-0.331217747,-0.334061784,-0.315668285,-0.308960068,-0.294840353,-0.291215751,-0.254645148,-0.246638566,-0.227595885,-0.200330228,-0.190376099,-0.165707171,-0.14482514,-0.118996958,-0.105531062,-0.076120012,-0.049070749,-0.022887063,0.002052358,0.02141963,0.040813179,0.066050914,0.090287054,0.114739587,0.139624909,0.163644655,0.188313583,0.208979219,0.233161261,0.246099464,0.275304012,0.300405728,0.325723838,0.351041949,0.376576453,0.401894563,0.426996279,0.452530783,0.477848893,0.503167003,0.528268719,0.559549689,0.571287867,0.586478733,-0.358475791,-0.358475791,-0.362710059,-0.371178593,-0.379647128,-0.394467064,-0.405052732,-0.413521267,-0.383881395,-0.379647128,-0.339421589,-0.32883592,-0.299196049,-0.28225898,-0.271673311,-0.21874497,-0.174285163,0.545540281,0.513783277,0.494729074,0.465089202,0.441800732,0.412160861,0.390989524,0.36558392,0.340178316,0.316889846,0.289367109
4,-0.473519358,-0.46039011,-0.447809156,-0.43495426,-0.422100081,-0.410308189,-0.392090985,-0.383507168,-0.364225708,-0.353142357,-0.334209895,-0.323482241,-0.304541703,-0.289175344,-0.279519434,-0.256788962,-0.244136999,-0.235558053,-0.201238116,-0.190507223,-0.177640612,-0.149971475,-0.139030103,-0.127237026,-0.106861942,-0.087558179,-0.076831901,-0.059662704,-0.046788786,-0.03391333,-0.014602325,-0.004948687,0.034757307,0.04763161,0.055130468,0.085193579,0.101290431,0.108798774,0.150626927,0.162426473,0.178511507,0.206394293,0.219262314,0.22677399,0.250364573,0.273959463,0.299697916,0.313638104,0.323293574,0.339376839,0.356532193,0.375833136,0.386553486,0.400490553,0.420317094,0.45193585,0.477659075,0.496952071,0.516244298,0.522675297,-0.402212513,-0.342788669,-0.313067342,-0.272845732,-0.223884548,-0.160928004,-0.097975223,0.008735629,0.027975486,0.066474011,0.080476894,0.129464414,0.141702829,0.185415754,0.243135324,0.265862734,0.283356933,0.437200544,0.465157403,-0.477324703,-0.489890643,-0.463654326,-0.413957844,-0.375585928,-0.335794708,-0.316907818,-0.274612539,-0.276488049,-0.217181389,-0.211537963,-0.169279857,-0.167438743,-0.141147211,-0.118843851,-0.119205919,-0.091268789,-0.075909885,-0.068154399,-0.045344145,-0.049906196,-0.03469936,-0.013713927,-0.010183769,0.006359096,0.024607299,0.039814135,0.044376186,0.037533109,0.038293451,0.036012426,0.036899491,0.041030682,0.02080559,0.02080559,0.042855502,-0.002765005,-0.01062187,-0.007327056,0.019031459,0.022782479,0.038293451,0.061103705,0.073522621,0.070227806,0.094558743,0.110373853,0.130446876,0.144234407,0.144741301,0.163749846,0.184279074,0.20506175,0.221345736,0.241304708,0.283503677,0.34395085,0.394133407,0.430629813,0.468646903,0.480812371,-0.296019091,-0.184434822,-0.147240066,-0.117484261,-0.072850553,-0.028216846,0.023855813,0.031294764,0.038733716,0.016416862,0.001538959,-0.005899992,0.008977911,0.053611618,0.075928472,0.105684277,0.105684277,0.313974912,0.380925474,-0.519187629
4,-0.416180481,-0.396983961,-0.37459107,-0.362848566,-0.348455194,-0.336193387,-0.327647228,-0.29565674,-0.283917132,-0.266848363,-0.253333039,-0.233775708,-0.224160329,-0.188944871,-0.176135583,-0.163331526,-0.151539133,-0.111812776,-0.099217646,-0.091735415,-0.047974972,-0.018084976,-0.008476001,0.020352455,0.03103005,0.071605104,0.079081621,0.141821684,0.154840601,0.165500785,0.190580171,0.203559749,0.216712832,0.244982812,0.258314834,0.271825948,0.284985894,0.294589001,0.31164407,0.326042608,0.344920283,0.358145998,0.37030146,0.382038709,0.396535518,0.406203884,0.425113091,0.438547976,0.451555567,0.464139586,0.476583215,0.48993705,0.504647851,0.527034351,0.537694918,-0.462305082,-0.45709721,-0.450155876,-0.437991694,-0.422353101,-0.406714508,-0.429301923,-0.38236368,-0.316267506,-0.300613937,-0.24494474,-0.217104525,-0.154437834,-0.143950954,-0.126541459,-0.083017724,-0.06560823,-0.041242426,-0.029059524,0.002285053,0.044064095,0.057984203,0.103252632,0.127614691,0.17284568,-0.273894896,-0.244165076,-0.205250864,-0.202755683,-0.174883976,-0.152232685,-0.158957287,-0.104257957,-0.09774571,-0.078527505,-0.066847933,-0.043948892,-0.052832446,-0.028623878,-0.02490765,-0.013935931,-0.080651063,-0.093498593,-0.088915246,-0.10082487,-0.081712843,-0.075342167,-0.075342167,-0.077465726,-0.07879295,-0.084101846,-0.088083519,-0.034569842,-0.02543854,-0.002610285,0.012254625,0.026588646,0.047080987,0.079146721,0.098258749,0.115778107,0.126749827,0.134890135,0.17311419,0.193818886,0.221531326,0.240006286,0.262073599,0.271859665,0.304350111,0.320701513,0.354041383,0.378568485,0.40341412,0.423410964,0.440682574,0.478906629,0.510760008,0.558540076,0.580837442,-0.419162558,-0.398386311,-0.36722194,-0.336057569,-0.294505075,-0.25295258,-0.315281322,-0.22178821,-0.138683221,-0.117906973,-0.060772294,-0.039996046,-0.029607923,-0.086742603,-0.086742603,-0.086742603,-0.086742603,-0.076354479,-0.071160417,-0.081548541,-0.076354479,-0.065966355,-0.071160417,-0.055578232,-0.008831675
4,-0.513815573,-0.509502451,-0.503011601,-0.500862095,-0.49437595,-0.485726187,-0.474908105,-0.466253639,-0.448935301,-0.429462753,-0.409980798,-0.399148605,-0.379657243,-0.358002265,-0.345006456,-0.32334207,-0.297331638,-0.271340019,-0.240992947,-0.217155538,-0.188972082,-0.160783923,-0.123922484,-0.093556597,-0.071863991,-0.045834744,-0.000281211,0.034426018,0.062628288,0.084320895,0.116869212,0.149412825,0.184101241,0.223102779,0.24908499,0.266356294,0.285795917,0.300908307,0.335469728,0.486184427,0.471119072,0.464698775,0.443151978,0.428063105,0.40867522,0.391413324,0.378506881,0.363436822,0.352670479,0.348376171,0.339759333,0.328983582,0.322525658,0.305244947,0.283627597,0.296613999,0.277179079,0.262038468,0.24258003,0.20143369,0.164572251,0.125537788,0.095171902,0.053945602,0.019233668,-0.019805498,-0.058854071,-0.093551894,-0.145605683,-0.197645362,-0.230160754,-0.26483506,-0.295163318,-0.31900543,-0.338496792,-0.106575924,-0.011132218,0.077815935,0.153725947,0.456096048,-0.273257696,-0.259906492,-0.251903502,-0.241219962,-0.230545013,-0.217202401,-0.203864084,-0.193193431,-0.177196043,-0.153187074,-0.134522022,-0.129199583,-0.115878449,-0.099889653,-0.09189955,-0.081254672,-0.075962303,-0.059982097,-0.05469832,-0.046729696,-0.044113582,-0.044169427,-0.044242455,-0.049646513,-0.055033389,-0.060428856,-0.071206903,-0.079291512,-0.087363234,-0.09275011,-0.106174341,-0.116926613,-0.114323387,-0.098368956,-0.077044833,-0.034327854,0.008384829,0.045762185,0.120508306,0.726742304,0.662645358,0.614562982,0.537119128,0.486381976,0.414277744,0.366216848,0.307459523,0.246034536,0.20330467,0.17926563,0.147219305,0.109833357,0.083126654,0.045753593,0.008389124,0.021723145,-0.023661497,-0.045007099,-0.077031945,-0.106341875,-0.106268848,-0.103519565,-0.098115506,-0.082002133,-0.071245565,-0.065824323,-0.055059163,-0.052318472,-0.044199497,-0.044096399,-0.049375881,-0.059994985,-0.075966598,-0.081263263,-0.094584397,-0.044276821,-0.065841506,-0.092737222,-0.10357541,0.57450078
4,0.503497657,0.116546549,-0.496502343,-0.489387446,-0.47154589,-0.466196139,-0.451935308,-0.435870537,-0.423378733,-0.407317841,-0.382326473,-0.350165895,-0.321589922,-0.303736727,-0.276922021,-0.250118953,-0.212577589,-0.173251681,-0.119606751,-0.078476902,-0.033754689,0.012759826,0.044966957,0.098650681,0.109396737,0.152342165,0.198860559,0.238213623,0.288250672,0.320384094,0.338210132,0.363143309,0.373769101,0.411205721,0.428973567,0.494625372,0.483964664,0.478661466,0.462651007,0.452013576,0.441372265,0.428907617,0.421815996,0.412943711,0.402286883,0.391610657,0.372019473,0.352443806,0.338194614,0.313230402,0.298969572,0.268605176,0.231056052,0.204233587,0.179184027,0.154138347,0.130865572,0.080766452,0.059285979,0.027067209,-0.010501311,-0.040912261,-0.069530908,-0.090991983,-0.150009941,-0.175032345,-0.205431656,-0.239384536,-0.284071834,-0.310874902,-0.323374465,-0.351950438,-0.366246184,-0.387683983,-0.405537177,-0.430520786,-0.455504395,-0.466207777,-0.484045453,-0.487610661,0.685264453,-0.064931308,-0.314735547,-0.289117558,-0.26096085,-0.250719424,-0.219991026,-0.199520538,-0.181605256,-0.158571321,-0.127867651,-0.107434255,-0.081865722,-0.061399356,-0.053770833,-0.038451968,-0.028284726,-0.015558158,-0.010554902,-0.008086244,-0.015879619,-0.026240562,-0.036568535,-0.057199753,-0.06747827,-0.082957866,-0.095882257,-0.10109982,-0.075580742,-0.037203215,0.001207283,0.070362664,0.139551015,0.218931337,0.295793546,0.639143007,0.593025682,0.552022888,0.495664137,0.434166127,0.375231565,0.339372151,0.298373478,0.252252032,0.203571259,0.167707724,0.113920663,0.049879813,0.011461072,-0.03718673,-0.067915128,-0.09347954,-0.098519887,-0.101021515,-0.093273475,-0.088088882,-0.072654621,-0.05715854,-0.044291848,-0.026273533,-0.018496643,-0.013299686,-0.010670298,-0.010620843,-0.01048484,-0.020680931,-0.023174316,-0.041040144,-0.056317795,-0.07163666,-0.084425048,-0.109993581,-0.117650953,-0.132982182,-0.153448548,-0.189279113,-0.225109678,-0.243029082,-0.273749238,-0.281431337
4,-0.551549042,-0.54270516,-0.519142852,-0.536843443,-0.495529238,-0.477835061,-0.448314836,-0.421744711,-0.371535318,-0.342002267,-0.274028151,-0.22081094,-0.170550241,-0.105500571,-0.040406007,-0.00491504,0.051290748,0.06607972,0.116314766,0.160643202,0.178286073,0.213623122,0.225378623,0.260722085,0.284156128,0.448450958,0.433790251,0.430904285,0.425055395,0.404475251,0.395682675,0.383933588,0.378084697,0.366361262,0.357568686,0.348788936,0.339964294,0.331178131,0.325329241,0.307679956,0.301811825,0.284181781,0.27829441,0.260651539,0.254841128,0.219491252,0.198885456,0.184141377,0.145841403,0.136997521,0.092662672,0.01876912,-0.043362519,-0.084785749,-0.117333031,-0.170556655,-0.200134598,-0.247438785,-0.294730146,-0.33019546,-0.371567384,-0.395161758,-0.439464541,-0.46013447,-0.501442261,-0.519104373,-0.527935428,-0.542692334,-0.140997951,-0.016741087,0.06607972,0.187162021,0.243021494,0.278307237,0.337052675,0.410317729,0.442576414,-0.135065688,-0.22081094,-0.291760808,-0.305443666,-0.29407613,-0.254278322,-0.271322763,-0.23724303,-0.217353274,-0.197481817,-0.180451099,-0.157766348,-0.14358552,-0.132309474,-0.132391814,-0.13246958,-0.135415533,-0.158278688,-0.16402421,-0.178337698,-0.181205885,-0.169902392,-0.161435066,-0.118782793,-0.056240765,-0.024960602,0.034736111,0.131440212,0.694556334,0.640518229,0.609224343,0.580780346,0.529596704,0.495466652,0.461341175,0.432897178,0.387390442,0.35326039,0.313439709,0.29353623,0.256560863,0.228116866,0.188309908,0.168401855,0.120058953,0.108686844,0.066034571,0.020518687,-0.036332712,-0.076135095,-0.093184111,-0.152876249,-0.164243784,-0.169865797,-0.178287379,-0.158274113,-0.143983498,-0.13255192,-0.129624265,-0.123887891,-0.1238147,-0.129432138,-0.135067874,-0.143539775,-0.169111011,-0.188959596,-0.200308833,-0.237233881,-0.271350209,-0.288408374,-0.29976676,-0.126824695,-0.164005912,-0.181205885,-0.121641831,0.01769167,0.102996215,0.273623602,0.560886016,0.677493596,-0.135369788,-0.132391814,-0.135127342
